Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Master,Matrix,Disc,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,Lineup
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1958-09-23,Merceditas,,Tango,Adolfo Rivas y Carlos Aldao,Víctor,,,,"Ramón Ríos, C. Aldao",Ramón Ríos,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1958-09-24,Fantasía en Tiempo de Tango,,Tango,Instrumental,Víctor,,,,Johannes Brahms,,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1958-09-24,Merceditas,,Tango,Adolfo Rivas y Carlos Aldao,Víctor,,,,"Ramón Ríos, C. Aldao",Ramón Ríos,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1959-06-17,Escalas en Azul,,Tango,Instrumental,Víctor,,,,Osmar Maderna,,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1959-06-17,No No Llores Más,,Tango,Ruth Durante,Víctor,,,,Ángel Cabral,Reinaldo Yiso,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1959-06-30,Lucecitas de Mi Pueblo,,Tango,Adolfo Rivas,Víctor,,,,Enrique Delfino,Francisco Oyarzábal,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1959-06-30,Pa' la Guardia,,Tango,Instrumental,Víctor,,,,Ernesto Baffa,Antonio Scelza,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1959-07-08,Aquellas Cartas,,Tango,Adolfo Rivas,Víctor,,,,Juan Ghirlanda,Roberto Maida,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1959-07-08,Canción de Lluvia,,Tango,Adolfo Rivas,Víctor,,,,Aquiles Roggero,José Rótulo,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1959-08-18,Gardenias,,Tango,Adolfo Rivas y Ruth Durante,Víctor,,,,Maruja Huergo,Manuel Campos,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1959-08-18,Mi Poncho Tucumano,,Milonga,Adolfo Rivas,Víctor,,,,Roberto Díaz,Generoso D'Amato,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1959-08-18,Yo Te Bendigo,,Tango,Ruth Durante,Víctor,,,,Juan Filiberto,Juan Bruno,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1959-09-29,La Huella,,Tango,Instrumental,Víctor,,,,Manuel Villanueva,Enrique Cadícamo,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1959-09-29,Mejor Así,,Tango,Adolfo Rivas,Víctor,,,,"Osvaldo Requena, Alberto Palazón",Oscar Rubens,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1959-11-23,Cadenas,,Tango,Ruth Durante,Víctor,,,,Luis Rubistein,Luis Rubistein,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1959-11-23,Me Has Robado el Corazón,,Vals,Adolfo Rivas y Ruth Durante,Víctor,,,,"Edmundo Baya, Natalio La Micela","Edmundo Baya, Natalio La Micela",,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1960-10-14,Brindis Para Navidad,,Tango,Adolfo Rivas,Víctor,,,,Aquiles Roggero,Julio Curi,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1960-10-14,Papá Baltasar,,Milonga,Carlos Aguirre,Víctor,,,,Sebastián Piana,Homero Manzi,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1968,Pero Por Qué,,Tango,Héctor Rosas,Forever,,,,Aquiles Roggero,Eugenio Majúl,,52-68 Postumous,,,,,
Osmar Maderna,Orquesta Símbolo Osmar Maderna,1968,Rosa de Tokio,,Tango,Héctor Rosas,Forever,,,,"Florindo Sassone, Orlando Calautti",Lorenzo Spanu,,52-68 Postumous,,,,,
