Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,Lineup,Matrix,Disc
Francisco Lomuto,Orquesta Francisco Lomuto,6/18/1930,Remordimiento,Remordimientos,Tango,Charlo,Odeón,,Man Kenn,Ulderino Caserio,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",5750,7854
Francisco Lomuto,Orquesta Francisco Lomuto,7/2/1930,Bigotito,,Tango,Instrumental,Odeón,,Manuel Buzón,"Ismael Ricardo, Gerónimo F. Martinelli Massa",,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",5823,7853
Francisco Lomuto,Orquesta Francisco Lomuto,7/2/1930,Datero,,Tango,Instrumental,Odeón,,Ramón Iturralde,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",5824,7852
Francisco Lomuto,Orquesta Francisco Lomuto,7/16/1930,Corazón de Oro,Corazon de Oro,Tango,Instrumental,Odeón,,Fortunato Matino,José Viglienghi,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",5907,7856
Francisco Lomuto,Orquesta Francisco Lomuto,7/16/1930,Lejanía,,Tango,Antonio Buglione,Odeón,,Francisco Lauro,Francisco Lauro,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",5905,7857
Francisco Lomuto,Orquesta Francisco Lomuto,9/9/1930,Penurias,,Tango,Instrumental,Odeón,,Antonio Carena,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",6013,7857
Francisco Lomuto,Orquesta Francisco Lomuto,9/16/1930,Has Muerto Para Mí,,Tango,Príncipe Azul,Odeón,,Francisco Juan Lomuto,Carlos Pesce,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",6039,7861
Francisco Lomuto,Orquesta Francisco Lomuto,9/16/1930,Nunca,,Tango,Príncipe Azul,Odeón,,Antonio Sureda,Celedonio Esteban Flores,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",6040,7859
Francisco Lomuto,Orquesta Francisco Lomuto,9/16/1930,Sin Clemencia,,Tango,Instrumental,Odeón,,Lucio D'Agostino,,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",6041,7859
Francisco Lomuto,Orquesta Francisco Lomuto,10/17/1930,Cuando Llora La Milonga,,Tango,Instrumental,Odeón,,Oscar Juan de Dios Filiberti,María Luisa Carnelli,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",6192,7870
Francisco Lomuto,Orquesta Francisco Lomuto,11/7/1930,Botarate,,Tango,Príncipe Azul,Odeón,,Alberto Hilarión Acuña,José De Cicco,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",6300,7863
Francisco Lomuto,Orquesta Francisco Lomuto,12/9/1930,La Pagarás,,Tango,Instrumental,Odeón,,Antonio Helú,Antonio Helú,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",6496,7871
Francisco Lomuto,Orquesta Francisco Lomuto,12/13/1930,Pan,,Tango,Instrumental,Odeón,,Eduardo Pereyra,Celedonio Esteban Flores,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",6537,7872-B
Francisco Lomuto,Orquesta Francisco Lomuto,4/24/1931,Qué Lindo Es Amar,,Tango,Jorge Torres,Odeón,,Francisco Juan Lomuto,Francisco Juan Lomuto,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",6652,7873
Francisco Lomuto,Orquesta Francisco Lomuto,5/8/1931,Música Triste,,Tango,Instrumental,Odeón,,"Justo Julián Teófilo Lespés, Zenón Mario Lespés",,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",6673,7874
Francisco Lomuto,Orquesta Francisco Lomuto,6/26/1931,Alondra,,Tango,Instrumental,Odeón,,Nerón Ferrazzano,Francisco Jiménez,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",6735,7875
Francisco Lomuto,Orquesta Francisco Lomuto,6/26/1931,Presidio,,Tango,J. F. Blanco,Odeón,,Augusto Pedro Berto,Augusto Berto,,29-31 Main Lineup,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",6735,7875
Francisco Lomuto,Orquesta Francisco Lomuto,8/27/1931,Nunca Más,,Tango,Alberto Acuña y Fernando Díaz,Víctor,,Francisco Juan Lomuto,Pascual Tomás Lomuto,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-60919,Victor 37041
Francisco Lomuto,Orquesta Francisco Lomuto,9/3/1931,Muñequita,,Tango,Alberto Acuña y Fernando Díaz,Víctor,,Francisco Juan Lomuto,Adolfo C. Herschel,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-60936,Victor 37056
Francisco Lomuto,Orquesta Francisco Lomuto (Orquesta Típica Sinfónica),9/24/1931,Colo,,Tango,Fernando Díaz,Víctor,,"Enrique Lomuto, Manuel Santiago","Enrique Lomuto, Manuel Santiago",,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-60975,Victor 37071
Francisco Lomuto,Orquesta Francisco Lomuto,9/24/1931,Congojas que Matan,,Vals,Alberto Acuña y Fernando Díaz,Víctor,,"Pedro Auteri, Domingo Rosa",Domingo Rosa,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-60974,Victor 37071
Francisco Lomuto,Orquesta Francisco Lomuto,10/1/1931,A su Memoria,,Vals,Alberto Acuña y Fernando Díaz,Víctor,,Antonio Sureda,Homero Nicolás Manzione Prestera,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-60990,Victor 37078
Francisco Lomuto,Orquesta Francisco Lomuto,10/1/1931,Sueño de Poeta,,Tango,Fernando Díaz,Víctor,,Arturo César Senez,Arturo César Senez,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-60991,Victor 37078
Francisco Lomuto,Orquesta Francisco Lomuto,10/8/1931,Se Te Dio Vuelta la Taba,,Tango,Fernando Díaz,Víctor,,Fioravanti Santoro,Juan José Otálvarez,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66502,Victor 37080
Francisco Lomuto,Orquesta Francisco Lomuto,10/8/1931,Sueño De Juventud,,Vals,Fernando Díaz,Víctor,,Enrique Santos Discepolo,Enrique Santos Discepolo,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66501,Victor 37080
Francisco Lomuto,Orquesta Francisco Lomuto,11/4/1931,De Sol a Sol,,Tango,Fernando Díaz,Víctor,,Leopoldo Schifrin,Manuel Arcos; Leopoldo Schiffren,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66528,Victor 37098
Francisco Lomuto,Orquesta Francisco Lomuto,11/4/1931,El Irresistible,,Tango,Fernando Díaz,Víctor,,Lorenzo Logatti,Carlos Pesce,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",66527,37098
Francisco Lomuto,Orquesta Francisco Lomuto,11/9/1931,El Aguacero,Canción de la Pampa,Tango,Alberto Acuña y Fernando Díaz,Víctor,,Ovidio Catulo González Castillo,José González Castillo,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66531,Victor 37099
Francisco Lomuto,Orquesta Francisco Lomuto,11/30/1931,Aquella Mujercita,,Vals,Fernando Díaz,Víctor,,Francisco Juan Lomuto,Carlos Raúl Attwell Ocantos,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66546,Victor 37104
Francisco Lomuto,Orquesta Francisco Lomuto,12/3/1931,Bigotito,,Tango,Fernando Díaz,Víctor,,Manuel Buzón,"Ismael Ricardo, Gerónimo F. Martinelli Massa",,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66560,Victor 37105
Francisco Lomuto,Orquesta Francisco Lomuto,12/22/1931,Mar de Fondo,,Tango,Instrumental,Víctor,,"Oscar Napolitano, Daniel H. Álvarez","Oscar Napolitano, Daniel H. Álvarez",,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66572,Victor 37122
Francisco Lomuto,Orquesta Francisco Lomuto,12/22/1931,Se Fue Sin Decir Adiós,,Tango,Fernando Díaz,Víctor,,"Ascanio E. Donato, Julio Romero","Ascanio E. Donato, Julio Romero",,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66571,Victor 37122
Francisco Lomuto,Orquesta Francisco Lomuto,12/22/1931,Íntimas,,Tango,Fernando Díaz,Víctor,,Alfonso Ramiro Lacueva,Ricardo Luis Brignolo,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",,(sin datos de números de disco original y matriz)
Francisco Lomuto,Orquesta Francisco Lomuto,12/28/1931,Llévame en Tus Alas,,Tango,Fernando Díaz,Víctor,,"Dora Davis, Armando José María Tagini, Venancio Juan Pedro Clauso","Dora Davis, Armando José María Tagini, Venancio Juan Pedro Clauso",,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66577,Victor 37123
Francisco Lomuto,Orquesta Francisco Lomuto,4/18/1932,Hambre,,Tango,Charlo,Víctor,,Juan Carlos Cobián,Enrique Domingo Cadícamo,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66696,Victor 37184
Francisco Lomuto,Orquesta Francisco Lomuto,4/18/1932,Mi Provinciana,,Tango,Charlo,Víctor,,Gerardo Hernán Matos Rodríguez,Manuel Romero,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66697,Victor 37184
Francisco Lomuto,Orquesta Francisco Lomuto,5/3/1932,Tiempos Nuevos,,Tango,Fernando Díaz,Víctor,,"Ascanio E. Donato, Julio Romero (según Lefcovich) o Edgardo Donato, Manuel Romero (según Sadaic, que sin embargo no incluye el segundo, el tercer nombres de Donato, como en otras obras)",Manuel Romero,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66703,Victor 37186
Francisco Lomuto,Orquesta Francisco Lomuto,5/3/1932,Yo que por Tus Besos Me Moría,,Vals,Fernando Díaz,Víctor,,"Pascual Francia, Diógenes Atorra, L. Pérez","Pascual Francia, Diógenes Atorra, L. Pérez",,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66702,Victor 37186
Francisco Lomuto,Orquesta Francisco Lomuto,5/9/1932,Amargor,,Tango,Fernando Díaz,Víctor,,Francisco Juan Lomuto,Carlos Raúl Attwell Ocantos,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66708,Victor 37189
Francisco Lomuto,Orquesta Francisco Lomuto,5/9/1932,Aquel Nocturno,,Tango,Fernando Díaz,Víctor,,Daniel H. Álvarez,Daniel H. Álvarez,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66709,Victor 37189
Francisco Lomuto,Orquesta Francisco Lomuto,5/23/1932,Qué Tenés en la Mirada,,Tango,Fernando Díaz,Víctor,,Salvador Merico,Alejandro Berruti,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",66729,37202
Francisco Lomuto,Orquesta Francisco Lomuto,5/23/1932,Sorbos Amargos,,Tango,Fernando Díaz,Víctor,,Lucio Demare,"Agustín Irusta, Santiago Roberto Fugazot",,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66728,Victor 37202
Francisco Lomuto,Orquesta Francisco Lomuto,6/8/1932,Hablame,,Vals,Charlo,Víctor,,Gerardo Hernán Matos Rodríguez,Guillermo Juan Robustiano Pichot,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66743,Victor 37219
Francisco Lomuto,Orquesta Francisco Lomuto (Orquesta Típica Sinfónica),6/8/1932,San Telmo,,Tango,Charlo,Víctor,,Gerardo Hernán Matos Rodríguez,Guillermo Juan Robustiano Pichot,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66742,Victor 37219
Francisco Lomuto,Orquesta Francisco Lomuto,6/9/1932,Dale Celos,,Tango,Charlo,Víctor,,Gerardo Hernán Matos Rodríguez,Guillermo Juan Robustiano Pichot,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66744,Victor 37220
Francisco Lomuto,Orquesta Francisco Lomuto,6/27/1932,Aunque Parezca Mentira,,Tango,Fernando Díaz,Víctor,,Francisco Juan Lomuto,Pancho Laguna; Francisco J. Lomuto,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66839,Victor 37226
Francisco Lomuto,Orquesta Francisco Lomuto,6/27/1932,Risas y Besos,,Vals,Fernando Díaz,Víctor,,Francisco Brancatti; Carmelo Saponaro,Francisco Brancatti,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66838,Victor 37228
Francisco Lomuto,Orquesta Francisco Lomuto,7/25/1932,Quién Hubiera Dicho,Quien Lo Hubiera Dicho,Tango,Fernando Díaz,Víctor,,Rodolfo Pascual Sciammarella,Luis César Amadori,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66846,Victor 37245
Francisco Lomuto,Orquesta Francisco Lomuto,8/1/1932,Tu Abandono,,Tango,Fernando Díaz,Víctor,,Guillermo Desiderio Barbieri,Clemente Alberto Moreno,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66858,Victor 37247
Francisco Lomuto,Orquesta Francisco Lomuto,8/29/1932,Hojas que Caen,,Tango,Fernando Díaz,Víctor,,Vicente Gorrese,Vicente Gorrese; Roberto A. Bonheur,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66884,Victor 37268
Francisco Lomuto,Orquesta Francisco Lomuto,8/29/1932,Suscribite al 667%,,Tango,Fernando Díaz,Víctor,,Pedro Diorio,Pedro Diorio,,31-35 Víctor,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Alvarez, Américo Figola, Luis Zinkes, Haroldo Ferrero","Leo Schiffrin, Carlos Taverna, Dante Napolitano, Armando Gutiérrez","Piano, Bass, 4 Bandoneons, 4 Violins, Drums",BAVE-66885,Victor 37269
